individual ID,bodysize (mm),beetle size,treatment,timing,body temperature,temperature difference during walking,temperature difference during resting
31,5.22,L,mite,50,21.9,0.2,
31,5.22,L,mite,60,21.9,0.2,0
31,5.22,L,mite,80,21.8,,-0.1
31,5.22,L,mite,100,21.9,,0
31,5.22,L,mite,120,21.9,,0
31,5.22,L,mite,140,21.7,,-0.2
31,5.22,L,mite,160,21.7,,-0.2
31,5.22,L,mite,180,21.7,,-0.2
31,5.22,L,mite,200,21.5,,-0.4
31,5.22,L,mite,220,21.4,,-0.5
31,5.22,L,mite,240,21.5,,-0.4
31,5.22,L,weight,0,22,0,
31,5.22,L,weight,10,22.2,0.2,
31,5.22,L,weight,20,22.1,0.1,
31,5.22,L,weight,30,22.1,0.1,
31,5.22,L,weight,40,22.2,0.2,
31,5.22,L,weight,50,22.5,0.5,
31,5.22,L,weight,60,22.5,0.5,0
31,5.22,L,weight,80,22.6,,0.1
31,5.22,L,weight,100,22.7,,0.2
31,5.22,L,weight,120,22.7,,0.2
31,5.22,L,weight,140,22.7,,0.2
31,5.22,L,weight,160,22.6,,0.1
31,5.22,L,weight,180,22.6,,0.1
31,5.22,L,weight,200,22.5,,0
31,5.22,L,weight,220,22.5,,0
31,5.22,L,weight,240,22.5,,0
32,5.28,L,control,0,23.2,0,
32,5.28,L,control,10,23.1,-0.1,
32,5.28,L,control,20,23.2,0,
32,5.28,L,control,30,23.3,0.1,
32,5.28,L,control,40,23.3,0.1,
32,5.28,L,control,50,23.4,0.2,
32,5.28,L,control,60,23.8,0.6,0
32,5.28,L,control,80,23.9,,0.1
32,5.28,L,control,100,23.8,,0
32,5.28,L,control,120,23.7,,-0.1
32,5.28,L,control,140,23.7,,-0.1
32,5.28,L,control,160,23.6,,-0.2
32,5.28,L,control,180,23.6,,-0.2
32,5.28,L,control,200,23.5,,-0.3
32,5.28,L,control,220,23.5,,-0.3
32,5.28,L,control,240,23.6,,-0.2
32,5.28,L,mite,0,23.4,0,
32,5.28,L,mite,10,23.2,-0.2,
32,5.28,L,mite,20,23.4,0,
32,5.28,L,mite,30,23.7,0.3,
32,5.28,L,mite,40,23.7,0.3,
32,5.28,L,mite,50,23.8,0.4,
32,5.28,L,mite,60,23.8,0.4,0
32,5.28,L,mite,80,24,,0.2
32,5.28,L,mite,100,23.7,,-0.1
32,5.28,L,mite,120,23.7,,-0.1
32,5.28,L,mite,140,24,,0.2
32,5.28,L,mite,160,24,,0.2
32,5.28,L,mite,180,24,,0.2
32,5.28,L,mite,200,24.1,,0.3
32,5.28,L,mite,220,24.1,,0.3
32,5.28,L,mite,240,24.1,,0.3
32,5.28,L,weight,0,23.6,0,
32,5.28,L,weight,10,23.6,0,
32,5.28,L,weight,20,23.7,0.1,
32,5.28,L,weight,30,24.1,0.5,
32,5.28,L,weight,40,24,0.4,
32,5.28,L,weight,50,24.4,0.8,
32,5.28,L,weight,60,24.3,0.7,0
32,5.28,L,weight,80,24.3,,0
32,5.28,L,weight,100,24.3,,0
32,5.28,L,weight,120,24.2,,-0.1
32,5.28,L,weight,140,24.2,,-0.1
32,5.28,L,weight,160,24.2,,-0.1
32,5.28,L,weight,180,24.2,,-0.1
32,5.28,L,weight,200,24.1,,-0.2
32,5.28,L,weight,220,24.1,,-0.2
32,5.28,L,weight,240,24.1,,-0.2
33,4.34,S,control,0,22.2,0,
33,4.34,S,control,10,22.2,0,
33,4.34,S,control,20,22.4,0.2,
33,4.34,S,control,30,22.6,0.4,
33,4.34,S,control,40,22.6,0.4,
33,4.34,S,control,50,22.6,0.4,
33,4.34,S,control,60,22.6,0.4,0
33,4.34,S,control,80,22.5,,-0.1
33,4.34,S,control,100,22.5,,-0.1
33,4.34,S,control,120,22.3,,-0.3
33,4.34,S,control,140,22.3,,-0.3
33,4.34,S,control,160,22.3,,-0.3
33,4.34,S,control,180,22.3,,-0.3
33,4.34,S,control,200,22.3,,-0.3
33,4.34,S,control,220,22.3,,-0.3
33,4.34,S,control,240,22.3,,-0.3
33,4.34,S,mite,0,23.4,0,
33,4.34,S,mite,10,23.6,0.2,
33,4.34,S,mite,20,23.8,0.4,
33,4.34,S,mite,30,23.9,0.5,
33,4.34,S,mite,40,24,0.6,
33,4.34,S,mite,50,24.1,0.7,
33,4.34,S,mite,60,24.2,0.8,0
33,4.34,S,mite,80,24.2,,0
33,4.34,S,mite,100,24.2,,0
33,4.34,S,mite,120,24.2,,0
33,4.34,S,mite,140,24.2,,0
33,4.34,S,mite,160,23.9,,-0.3
33,4.34,S,mite,180,24.2,,0
33,4.34,S,mite,200,24.3,,0.1
33,4.34,S,mite,220,24.3,,0.1
33,4.34,S,mite,240,24.3,,0.1
33,4.34,S,weight,0,23.4,0,
33,4.34,S,weight,10,23.6,0.2,
33,4.34,S,weight,20,23.7,0.3,
33,4.34,S,weight,30,23.9,0.5,
33,4.34,S,weight,40,23.9,0.5,
33,4.34,S,weight,50,24,0.6,
33,4.34,S,weight,60,24.3,0.9,0
33,4.34,S,weight,80,24.3,,0
33,4.34,S,weight,100,24.2,,-0.1
33,4.34,S,weight,120,24.1,,-0.2
33,4.34,S,weight,140,24,,-0.3
33,4.34,S,weight,160,24,,-0.3
33,4.34,S,weight,180,23.9,,-0.4
33,4.34,S,weight,200,23.9,,-0.4
33,4.34,S,weight,220,23.9,,-0.4
33,4.34,S,weight,240,23.9,,-0.4
34,4.24,S,control,0,23.4,0,
34,4.24,S,control,10,23.4,0,
34,4.24,S,control,20,23.6,0.2,
34,4.24,S,control,30,23.7,0.3,
34,4.24,S,control,40,23.9,0.5,
34,4.24,S,control,50,23.9,0.5,
34,4.24,S,control,60,24.1,0.7,0
34,4.24,S,control,80,24,,-0.1
34,4.24,S,control,100,23.8,,-0.3
34,4.24,S,control,120,23.7,,-0.4
34,4.24,S,control,140,23.9,,-0.2
34,4.24,S,control,160,23.7,,-0.4
34,4.24,S,control,180,23.6,,-0.5
34,4.24,S,control,200,23.6,,-0.5
34,4.24,S,control,220,23.5,,-0.6
34,4.24,S,control,240,23.5,,-0.6
34,4.24,S,mite,0,22.8,0,
34,4.24,S,mite,10,23.1,0.3,
34,4.24,S,mite,20,23.4,0.6,
34,4.24,S,mite,30,23.6,0.8,
34,4.24,S,mite,40,23.4,0.6,
34,4.24,S,mite,50,23.6,0.8,
34,4.24,S,mite,60,23.7,0.9,0
34,4.24,S,mite,80,23.7,,0
34,4.24,S,mite,100,23.6,,-0.1
34,4.24,S,mite,120,23.6,,-0.1
34,4.24,S,mite,140,23.7,,0
34,4.24,S,mite,160,23.7,,0
34,4.24,S,mite,180,23.7,,0
34,4.24,S,mite,200,23.7,,0
34,4.24,S,mite,220,23.7,,0
34,4.24,S,mite,240,23.7,,0
34,4.24,S,weight,0,23.7,0,
34,4.24,S,weight,10,23.6,-0.1,
34,4.24,S,weight,20,23.7,0,
34,4.24,S,weight,30,23.9,0.2,
34,4.24,S,weight,40,24,0.3,
34,4.24,S,weight,50,24,0.3,
34,4.24,S,weight,60,24.3,0.6,0
34,4.24,S,weight,80,24.1,,-0.2
34,4.24,S,weight,100,24.1,,-0.2
34,4.24,S,weight,120,23.8,,-0.5
34,4.24,S,weight,140,24.3,,0
34,4.24,S,weight,160,24.3,,0
34,4.24,S,weight,180,24.3,,0
34,4.24,S,weight,200,24.2,,-0.1
34,4.24,S,weight,220,24.2,,-0.1
34,4.24,S,weight,240,24.1,,-0.2
